Channel,Energy(keV),Counts
12194,2311.5833,2
12195,2311.7727,2
12196,2311.9620,3
12197,2312.1514,0
12198,2312.3407,2
12199,2312.5301,2
12200,2312.7194,0
12201,2312.9088,0
12202,2313.0981,1
12203,2313.2875,0
12204,2313.4768,2
12205,2313.6662,1
12206,2313.8555,1
12207,2314.0449,0
12208,2314.2342,0
12209,2314.4236,1
12210,2314.6130,0
12211,2314.8023,2
12212,2314.9917,0
12213,2315.1810,1
12214,2315.3704,0
12215,2315.5597,0
12216,2315.7491,0
12217,2315.9384,1
12218,2316.1278,1
12219,2316.3171,0
12220,2316.5065,0
12221,2316.6958,0
12222,2316.8852,0
12223,2317.0745,0
12224,2317.2639,0
12225,2317.4533,2
12226,2317.6426,1
12227,2317.8320,1
12228,2318.0213,0
12229,2318.2107,0
12230,2318.4000,0
12231,2318.5894,1
12232,2318.7787,0
12233,2318.9681,0
12234,2319.1574,2
12235,2319.3468,2
12236,2319.5361,0
12237,2319.7255,0
12238,2319.9148,0
12239,2320.1042,0
12240,2320.2935,1
12241,2320.4829,0
12242,2320.6722,2
12243,2320.8616,1
12244,2321.0509,0
12245,2321.2403,0
12246,2321.4297,1
12247,2321.6190,0
12248,2321.8084,1
12249,2321.9977,0
12250,2322.1871,2
12251,2322.3764,0
12252,2322.5658,1
12253,2322.7551,1
12254,2322.9445,1
12255,2323.1338,0
12256,2323.3232,1
12257,2323.5125,1
12258,2323.7019,0
12259,2323.8912,0
12260,2324.0806,1
12261,2324.2699,1
12262,2324.4593,1
12263,2324.6486,0
12264,2324.8380,1
12265,2325.0273,0
12266,2325.2167,0
12267,2325.4060,2
12268,2325.5954,0
12269,2325.7847,0
12270,2325.9741,0
12271,2326.1634,2
12272,2326.3528,0
12273,2326.5421,2
12274,2326.7315,2
12275,2326.9208,1
12276,2327.1102,0
12277,2327.2995,1
12278,2327.4889,1
12279,2327.6782,0
12280,2327.8676,0
12281,2328.0569,1
12282,2328.2463,0
12283,2328.4356,1
12284,2328.6250,0
12285,2328.8144,1
12286,2329.0037,0
12287,2329.1931,1
12288,2329.3824,2
12289,2329.5718,0
12290,2329.7611,2
12291,2329.9505,1
12292,2330.1398,0
12293,2330.3292,0
12294,2330.5185,1
12295,2330.7079,1
12296,2330.8972,2
12297,2331.0866,0
12298,2331.2759,0
12299,2331.4653,0
12300,2331.6546,0
12301,2331.8440,0
12302,2332.0333,0
12303,2332.2227,1
12304,2332.4120,0
12305,2332.6014,1
12306,2332.7907,2
12307,2332.9801,0
12308,2333.1694,1
12309,2333.3588,0
12310,2333.5481,1
12311,2333.7374,1
12312,2333.9268,0
12313,2334.1161,2
12314,2334.3055,3
12315,2334.4948,0
12316,2334.6842,1
12317,2334.8735,1
12318,2335.0629,0
12319,2335.2522,0
12320,2335.4416,1
12321,2335.6309,0
12322,2335.8203,1
12323,2336.0096,1
12324,2336.1990,0
12325,2336.3883,0
12326,2336.5777,1
12327,2336.7670,0
12328,2336.9564,0
12329,2337.1457,1
12330,2337.3351,1
12331,2337.5244,1
12332,2337.7138,0
12333,2337.9031,0
12334,2338.0925,1
12335,2338.2818,0
12336,2338.4712,0
12337,2338.6605,1
12338,2338.8499,0
12339,2339.0392,1
12340,2339.2286,0
12341,2339.4179,1
12342,2339.6073,0
12343,2339.7966,0
12344,2339.9860,0
12345,2340.1753,0
12346,2340.3647,0
12347,2340.5540,0
12348,2340.7434,1
12349,2340.9327,2
12350,2341.1221,1
12351,2341.3114,1
12352,2341.5007,3
12353,2341.6901,0
12354,2341.8794,1
12355,2342.0688,2
12356,2342.2581,0
12357,2342.4475,0
12358,2342.6368,0
12359,2342.8262,1
12360,2343.0155,0
12361,2343.2049,0
12362,2343.3942,0
12363,2343.5836,0
12364,2343.7729,0
12365,2343.9623,1
12366,2344.1516,0
12367,2344.3410,1
12368,2344.5303,1
12369,2344.7197,0
12370,2344.9090,1
12371,2345.0984,0
12372,2345.2877,0
12373,2345.4770,1
12374,2345.6664,0
12375,2345.8557,2
12376,2346.0451,0
12377,2346.2344,3
12378,2346.4238,0
12379,2346.6131,1
12380,2346.8025,1
12381,2346.9918,0
12382,2347.1812,2
12383,2347.3705,0
12384,2347.5599,1
12385,2347.7492,0
12386,2347.9386,0
12387,2348.1279,0
12388,2348.3172,0
12389,2348.5066,0
12390,2348.6959,0
12391,2348.8853,0
12392,2349.0746,0
12393,2349.2640,0
12394,2349.4533,1
12395,2349.6427,0
12396,2349.8320,0
12397,2350.0214,0
12398,2350.2107,1
12399,2350.4001,0
12400,2350.5894,0
12401,2350.7787,1
12402,2350.9681,0
12403,2351.1574,0
12404,2351.3468,2
12405,2351.5361,0
12406,2351.7255,1
12407,2351.9148,1
12408,2352.1042,0
12409,2352.2935,1
12410,2352.4829,0
12411,2352.6722,0
12412,2352.8616,0
12413,2353.0509,3
12414,2353.2402,0
12415,2353.4296,0
12416,2353.6189,0
12417,2353.8083,0
12418,2353.9976,1
12419,2354.1870,1
12420,2354.3763,0
12421,2354.5657,0
12422,2354.7550,1
12423,2354.9444,0
12424,2355.1337,1
12425,2355.3230,2
12426,2355.5124,1
12427,2355.7017,0
12428,2355.8911,0
12429,2356.0804,2
12430,2356.2698,0
12431,2356.4591,1
12432,2356.6485,3
12433,2356.8378,0
12434,2357.0271,0
12435,2357.2165,0
12436,2357.4058,1
12437,2357.5952,0
12438,2357.7845,0
12439,2357.9739,0
12440,2358.1632,0
12441,2358.3526,0
12442,2358.5419,0
12443,2358.7312,2
12444,2358.9206,0
12445,2359.1099,0
12446,2359.2993,0
12447,2359.4886,1
12448,2359.6780,0
12449,2359.8673,0
12450,2360.0567,1
12451,2360.2460,0
12452,2360.4353,0
12453,2360.6247,2
12454,2360.8140,1
12455,2361.0034,0
12456,2361.1927,0
12457,2361.3821,0
12458,2361.5714,2
12459,2361.7608,0
12460,2361.9501,0
12461,2362.1394,1
12462,2362.3288,1
12463,2362.5181,1
12464,2362.7075,0
12465,2362.8968,1
12466,2363.0862,0
12467,2363.2755,1
12468,2363.4648,0
12469,2363.6542,1
12470,2363.8435,1
12471,2364.0329,0
12472,2364.2222,0
12473,2364.4116,1
12474,2364.6009,1
12475,2364.7903,1
12476,2364.9796,0
12477,2365.1689,0
12478,2365.3583,0
12479,2365.5476,0
12480,2365.7370,1
12481,2365.9263,1
12482,2366.1157,0
12483,2366.3050,0
12484,2366.4943,1
12485,2366.6837,0
12486,2366.8730,0
12487,2367.0624,0
12488,2367.2517,1
12489,2367.4411,1
12490,2367.6304,1
12491,2367.8197,0
12492,2368.0091,0
12493,2368.1984,1
12494,2368.3878,0
12495,2368.5771,2
12496,2368.7665,0
12497,2368.9558,0
12498,2369.1451,0
12499,2369.3345,0
12500,2369.5238,0
12501,2369.7132,2
12502,2369.9025,2
12503,2370.0918,0
12504,2370.2812,1
12505,2370.4705,0
12506,2370.6599,2
12507,2370.8492,1
12508,2371.0386,0
12509,2371.2279,0
12510,2371.4172,0
12511,2371.6066,0
12512,2371.7959,0
12513,2371.9853,0
12514,2372.1746,0
12515,2372.3639,1
12516,2372.5533,1
12517,2372.7426,1
12518,2372.9320,0
12519,2373.1213,1
12520,2373.3107,1
12521,2373.5000,1
12522,2373.6893,0
12523,2373.8787,0
12524,2374.0680,1
12525,2374.2574,1
12526,2374.4467,1
12527,2374.6360,0
12528,2374.8254,1
12529,2375.0147,0
12530,2375.2041,0
12531,2375.3934,2
12532,2375.5828,1
12533,2375.7721,0
12534,2375.9614,0
12535,2376.1508,1
12536,2376.3401,0
12537,2376.5295,0
12538,2376.7188,1
12539,2376.9081,0
12540,2377.0975,1
12541,2377.2868,2
12542,2377.4762,0
12543,2377.6655,3
12544,2377.8548,1
12545,2378.0442,2
12546,2378.2335,1
12547,2378.4229,0
12548,2378.6122,0
12549,2378.8015,1
12550,2378.9909,0
12551,2379.1802,0
12552,2379.3696,1
12553,2379.5589,0
12554,2379.7482,0
12555,2379.9376,1
12556,2380.1269,0
12557,2380.3163,0
12558,2380.5056,0
12559,2380.6949,0
12560,2380.8843,1
12561,2381.0736,3
12562,2381.2630,1
12563,2381.4523,0
12564,2381.6416,1
12565,2381.8310,0
12566,2382.0203,0
12567,2382.2097,0
12568,2382.3990,1
12569,2382.5883,0
12570,2382.7777,0
12571,2382.9670,2
12572,2383.1564,0
12573,2383.3457,1
12574,2383.5350,1
12575,2383.7244,1
12576,2383.9137,2
12577,2384.1031,0
12578,2384.2924,0
12579,2384.4817,0
12580,2384.6711,1
12581,2384.8604,1
12582,2385.0498,0
12583,2385.2391,0
12584,2385.4284,1
12585,2385.6178,1
12586,2385.8071,1
12587,2385.9965,0
12588,2386.1858,1
12589,2386.3751,2
12590,2386.5645,0
12591,2386.7538,2
12592,2386.9431,0
12593,2387.1325,0
12594,2387.3218,0
12595,2387.5112,0
12596,2387.7005,1
12597,2387.8898,2
12598,2388.0792,0
12599,2388.2685,0
12600,2388.4579,1
12601,2388.6472,0
12602,2388.8365,0
12603,2389.0259,0
12604,2389.2152,0
12605,2389.4045,0
12606,2389.5939,0
12607,2389.7832,0
12608,2389.9726,0
12609,2390.1619,0
12610,2390.3512,0
12611,2390.5406,1
12612,2390.7299,0
12613,2390.9193,1
12614,2391.1086,2
12615,2391.2979,1
12616,2391.4873,0
12617,2391.6766,1
12618,2391.8659,0
12619,2392.0553,1
12620,2392.2446,1
12621,2392.4340,1
12622,2392.6233,1
12623,2392.8126,1
12624,2393.0020,0
12625,2393.1913,2
12626,2393.3806,0
12627,2393.5700,0
12628,2393.7593,0
12629,2393.9487,0
12630,2394.1380,0
12631,2394.3273,1
12632,2394.5167,0
12633,2394.7060,2
12634,2394.8953,0
12635,2395.0847,0
12636,2395.2740,0
12637,2395.4634,0
12638,2395.6527,0
12639,2395.8420,2
12640,2396.0314,1
12641,2396.2207,0
12642,2396.4100,1
12643,2396.5994,0
12644,2396.7887,1
12645,2396.9780,0
12646,2397.1674,0
12647,2397.3567,2
12648,2397.5461,3
12649,2397.7354,1
12650,2397.9247,1
12651,2398.1141,0
12652,2398.3034,0
12653,2398.4927,1
12654,2398.6821,2
12655,2398.8714,0
12656,2399.0607,0
12657,2399.2501,0
12658,2399.4394,0
12659,2399.6288,1
12660,2399.8181,0
12661,2400.0074,0
12662,2400.1968,0
12663,2400.3861,5
12664,2400.5754,0
12665,2400.7648,0
12666,2400.9541,0
12667,2401.1434,1
12668,2401.3328,0
12669,2401.5221,0
12670,2401.7115,1
12671,2401.9008,0
12672,2402.0901,0
12673,2402.2795,0
12674,2402.4688,0
12675,2402.6581,1
12676,2402.8475,1
12677,2403.0368,1
12678,2403.2261,0
12679,2403.4155,0
12680,2403.6048,3
12681,2403.7941,3
12682,2403.9835,0
12683,2404.1728,1
12684,2404.3621,0
12685,2404.5515,1
12686,2404.7408,0
12687,2404.9302,0
12688,2405.1195,0
12689,2405.3088,0
12690,2405.4982,1
12691,2405.6875,1
12692,2405.8768,2
12693,2406.0662,1
12694,2406.2555,0
12695,2406.4448,1
12696,2406.6342,2
12697,2406.8235,0
12698,2407.0128,0
12699,2407.2022,0
12700,2407.3915,2
12701,2407.5808,0
12702,2407.7702,0
12703,2407.9595,2
12704,2408.1488,0
12705,2408.3382,0
12706,2408.5275,2
12707,2408.7168,0
12708,2408.9062,0
12709,2409.0955,0
12710,2409.2849,0
12711,2409.4742,0
12712,2409.6635,1
12713,2409.8529,3
12714,2410.0422,1
12715,2410.2315,0
12716,2410.4209,2
12717,2410.6102,0
12718,2410.7995,0
12719,2410.9889,0
12720,2411.1782,0
12721,2411.3675,1
12722,2411.5569,0
12723,2411.7462,1
12724,2411.9355,1
12725,2412.1249,2
12726,2412.3142,1
12727,2412.5035,0
12728,2412.6929,2
12729,2412.8822,0
12730,2413.0715,0
12731,2413.2609,1
12732,2413.4502,1
12733,2413.6395,1
12734,2413.8289,0
12735,2414.0182,0
12736,2414.2075,1
12737,2414.3969,0
12738,2414.5862,0
12739,2414.7755,0
12740,2414.9649,0
12741,2415.1542,2
12742,2415.3435,0
12743,2415.5329,0
12744,2415.7222,0
12745,2415.9115,0
12746,2416.1009,1
12747,2416.2902,0
12748,2416.4795,1
12749,2416.6689,2
12750,2416.8582,0
12751,2417.0475,1
12752,2417.2369,0
12753,2417.4262,1
12754,2417.6155,0
12755,2417.8049,1
12756,2417.9942,0
12757,2418.1835,0
12758,2418.3728,1
12759,2418.5622,0
12760,2418.7515,1
12761,2418.9408,1
12762,2419.1302,0
12763,2419.3195,2
12764,2419.5088,0
12765,2419.6982,0
12766,2419.8875,1
12767,2420.0768,0
12768,2420.2662,0
12769,2420.4555,0
12770,2420.6448,0
12771,2420.8342,0
12772,2421.0235,1
12773,2421.2128,0
12774,2421.4022,0
12775,2421.5915,1
12776,2421.7808,0
12777,2421.9702,0
12778,2422.1595,0
12779,2422.3488,1
12780,2422.5382,0
12781,2422.7275,1
12782,2422.9168,0
12783,2423.1061,0
12784,2423.2955,0
12785,2423.4848,1
12786,2423.6741,0
12787,2423.8635,1
12788,2424.0528,1
12789,2424.2421,0
12790,2424.4315,0
12791,2424.6208,0
12792,2424.8101,2
12793,2424.9995,0
12794,2425.1888,0
12795,2425.3781,1
12796,2425.5675,0
12797,2425.7568,1
12798,2425.9461,0
12799,2426.1354,0
12800,2426.3248,1
12801,2426.5141,1
12802,2426.7034,1
12803,2426.8928,1
12804,2427.0821,1
12805,2427.2714,0
12806,2427.4608,0
12807,2427.6501,0
12808,2427.8394,1
12809,2428.0288,0
12810,2428.2181,0
12811,2428.4074,1
12812,2428.5967,1
12813,2428.7861,0
12814,2428.9754,1
12815,2429.1647,1
12816,2429.3541,1
12817,2429.5434,0
12818,2429.7327,0
12819,2429.9221,0
12820,2430.1114,0
12821,2430.3007,0
12822,2430.4900,1
12823,2430.6794,1
12824,2430.8687,0
12825,2431.0580,0
12826,2431.2474,0
12827,2431.4367,0
12828,2431.6260,0
12829,2431.8154,0
12830,2432.0047,0
12831,2432.1940,0
12832,2432.3833,1
12833,2432.5727,1
12834,2432.7620,0
12835,2432.9513,0
12836,2433.1407,0
12837,2433.3300,0
12838,2433.5193,0
12839,2433.7086,1
12840,2433.8980,1
12841,2434.0873,0
12842,2434.2766,1
12843,2434.4660,2
12844,2434.6553,1
12845,2434.8446,0
12846,2435.0340,0
12847,2435.2233,1
12848,2435.4126,0
12849,2435.6019,1
12850,2435.7913,0
12851,2435.9806,0
12852,2436.1699,1
12853,2436.3593,2
12854,2436.5486,0
12855,2436.7379,0
12856,2436.9272,0
12857,2437.1166,1
12858,2437.3059,0
12859,2437.4952,0
12860,2437.6846,1
12861,2437.8739,0
12862,2438.0632,0
12863,2438.2525,0
12864,2438.4419,0
12865,2438.6312,4
12866,2438.8205,0
12867,2439.0099,0
12868,2439.1992,0
12869,2439.3885,0
12870,2439.5778,0
12871,2439.7672,1
12872,2439.9565,0
12873,2440.1458,0
12874,2440.3351,0
12875,2440.5245,0
12876,2440.7138,0
12877,2440.9031,0
12878,2441.0925,0
12879,2441.2818,0
12880,2441.4711,1
12881,2441.6604,0
12882,2441.8498,1
12883,2442.0391,0
12884,2442.2284,1
12885,2442.4178,0
12886,2442.6071,1
12887,2442.7964,1
12888,2442.9857,1
12889,2443.1751,0
12890,2443.3644,2
12891,2443.5537,0
12892,2443.7430,1
12893,2443.9324,0
12894,2444.1217,0
12895,2444.3110,1
12896,2444.5004,1
12897,2444.6897,1
12898,2444.8790,1
12899,2445.0683,0
12900,2445.2577,0
12901,2445.4470,0
12902,2445.6363,0
12903,2445.8256,0
12904,2446.0150,0
12905,2446.2043,0
12906,2446.3936,1
12907,2446.5829,0
12908,2446.7723,1
12909,2446.9616,0
12910,2447.1509,1
12911,2447.3403,0
12912,2447.5296,0
12913,2447.7189,1
12914,2447.9082,2
12915,2448.0976,1
12916,2448.2869,0
12917,2448.4762,0
12918,2448.6655,1
12919,2448.8549,2
12920,2449.0442,3
12921,2449.2335,0
12922,2449.4228,3
12923,2449.6122,0
12924,2449.8015,1
12925,2449.9908,0
12926,2450.1801,1
12927,2450.3695,0
12928,2450.5588,0
12929,2450.7481,1
12930,2450.9375,0
12931,2451.1268,0
12932,2451.3161,1
12933,2451.5054,0
12934,2451.6948,0
12935,2451.8841,0
12936,2452.0734,3
12937,2452.2627,0
12938,2452.4521,1
12939,2452.6414,1
12940,2452.8307,2
12941,2453.0200,0
12942,2453.2094,0
12943,2453.3987,1
12944,2453.5880,1
12945,2453.7773,2
12946,2453.9667,1
12947,2454.1560,0
12948,2454.3453,0
12949,2454.5346,1
12950,2454.7240,0
12951,2454.9133,0
12952,2455.1026,0
12953,2455.2919,1
12954,2455.4813,2
12955,2455.6706,0
12956,2455.8599,0
12957,2456.0492,0
12958,2456.2386,0
12959,2456.4279,0
12960,2456.6172,1
12961,2456.8065,0
12962,2456.9959,0
12963,2457.1852,0
12964,2457.3745,0
12965,2457.5638,0
12966,2457.7532,0
12967,2457.9425,0
12968,2458.1318,0
12969,2458.3211,0
12970,2458.5105,0
12971,2458.6998,0
12972,2458.8891,0
12973,2459.0784,1
12974,2459.2678,0
12975,2459.4571,0
12976,2459.6464,0
12977,2459.8357,2
12978,2460.0250,1
12979,2460.2144,2
12980,2460.4037,0
12981,2460.5930,0
12982,2460.7823,2
12983,2460.9717,1
12984,2461.1610,0
12985,2461.3503,0
12986,2461.5396,0
12987,2461.7290,0
12988,2461.9183,0
12989,2462.1076,0
12990,2462.2969,2
12991,2462.4863,1
12992,2462.6756,1
12993,2462.8649,0
12994,2463.0542,0
12995,2463.2435,0
12996,2463.4329,0
12997,2463.6222,1
12998,2463.8115,0
12999,2464.0008,1
13000,2464.1902,0
13001,2464.3795,0
13002,2464.5688,0
13003,2464.7581,0
13004,2464.9475,0
13005,2465.1368,2
13006,2465.3261,0
13007,2465.5154,0
13008,2465.7047,0
13009,2465.8941,0
13010,2466.0834,1
13011,2466.2727,1
13012,2466.4620,1
13013,2466.6514,0
13014,2466.8407,0
13015,2467.0300,1
13016,2467.2193,1
13017,2467.4087,0
13018,2467.5980,0
13019,2467.7873,1
13020,2467.9766,1
13021,2468.1659,0
13022,2468.3553,0
13023,2468.5446,0
13024,2468.7339,1
13025,2468.9232,1
13026,2469.1126,2
13027,2469.3019,2
13028,2469.4912,0
13029,2469.6805,1
13030,2469.8698,0
13031,2470.0592,0
13032,2470.2485,0
13033,2470.4378,3
13034,2470.6271,0
13035,2470.8165,1
13036,2471.0058,0
13037,2471.1951,3
13038,2471.3844,0
13039,2471.5737,1
13040,2471.7631,0
13041,2471.9524,1
13042,2472.1417,1
13043,2472.3310,1
13044,2472.5203,0
13045,2472.7097,0
13046,2472.8990,2
13047,2473.0883,0
13048,2473.2776,0
13049,2473.4670,0
13050,2473.6563,0
13051,2473.8456,0
13052,2474.0349,1
13053,2474.2242,0
13054,2474.4136,0
13055,2474.6029,0
13056,2474.7922,0
13057,2474.9815,0
13058,2475.1708,2
13059,2475.3602,1
13060,2475.5495,0
13061,2475.7388,0
13062,2475.9281,1
13063,2476.1174,0
13064,2476.3068,0
13065,2476.4961,2
13066,2476.6854,2
13067,2476.8747,0
13068,2477.0640,1
13069,2477.2534,0
13070,2477.4427,0
13071,2477.6320,0
13072,2477.8213,2
13073,2478.0107,1
13074,2478.2000,1
13075,2478.3893,0
13076,2478.5786,1
13077,2478.7679,0
13078,2478.9573,1
13079,2479.1466,1
13080,2479.3359,0
13081,2479.5252,1
13082,2479.7145,0
13083,2479.9039,1
13084,2480.0932,1
13085,2480.2825,1
13086,2480.4718,0
13087,2480.6611,1
13088,2480.8505,1
13089,2481.0398,0
13090,2481.2291,0
13091,2481.4184,0
13092,2481.6077,2
13093,2481.7970,1
13094,2481.9864,0
13095,2482.1757,0
13096,2482.3650,0
13097,2482.5543,0
13098,2482.7436,1
13099,2482.9330,1
13100,2483.1223,1
13101,2483.3116,0
13102,2483.5009,1
13103,2483.6902,0
13104,2483.8796,1
13105,2484.0689,1
13106,2484.2582,2
13107,2484.4475,0
13108,2484.6368,1
13109,2484.8262,0
13110,2485.0155,1
13111,2485.2048,1
13112,2485.3941,1
13113,2485.5834,1
13114,2485.7728,2
13115,2485.9621,0
13116,2486.1514,2
13117,2486.3407,1
13118,2486.5300,0
13119,2486.7193,0
13120,2486.9087,1
13121,2487.0980,0
13122,2487.2873,0
13123,2487.4766,1
13124,2487.6659,0
13125,2487.8553,1
13126,2488.0446,0
13127,2488.2339,0
13128,2488.4232,0
13129,2488.6125,0
13130,2488.8018,0
13131,2488.9912,2
13132,2489.1805,1
13133,2489.3698,2
13134,2489.5591,2
13135,2489.7484,0
13136,2489.9378,0
13137,2490.1271,1
13138,2490.3164,0
13139,2490.5057,1
13140,2490.6950,2
13141,2490.8843,1
13142,2491.0737,0
13143,2491.2630,0
13144,2491.4523,0
13145,2491.6416,1
13146,2491.8309,0
13147,2492.0202,1
13148,2492.2096,0
13149,2492.3989,0
13150,2492.5882,0
13151,2492.7775,0
13152,2492.9668,1
13153,2493.1562,0
13154,2493.3455,0
13155,2493.5348,1
13156,2493.7241,2
13157,2493.9134,1
13158,2494.1027,0
13159,2494.2921,2
13160,2494.4814,1
13161,2494.6707,0
13162,2494.8600,1
13163,2495.0493,2
13164,2495.2386,0
13165,2495.4280,2
13166,2495.6173,0
13167,2495.8066,1
13168,2495.9959,1
13169,2496.1852,0
13170,2496.3745,0
13171,2496.5639,0
13172,2496.7532,0
13173,2496.9425,1
13174,2497.1318,0
13175,2497.3211,1
13176,2497.5104,1
13177,2497.6998,0
13178,2497.8891,2
13179,2498.0784,2
13180,2498.2677,0
13181,2498.4570,1
13182,2498.6463,1
13183,2498.8357,0
13184,2499.0250,0
13185,2499.2143,2
13186,2499.4036,0
13187,2499.5929,1
13188,2499.7822,1
13189,2499.9716,0
13190,2500.1609,1
13191,2500.3502,0
13192,2500.5395,0
13193,2500.7288,0
13194,2500.9181,1
13195,2501.1074,0
13196,2501.2968,2
13197,2501.4861,0
13198,2501.6754,1
13199,2501.8647,2
13200,2502.0540,0
13201,2502.2433,2
13202,2502.4327,0
13203,2502.6220,0
13204,2502.8113,0
13205,2503.0006,0
13206,2503.1899,1
13207,2503.3792,2
13208,2503.5685,2
13209,2503.7579,0
13210,2503.9472,1
13211,2504.1365,0
13212,2504.3258,0
13213,2504.5151,1
13214,2504.7044,1
13215,2504.8938,0
13216,2505.0831,1
13217,2505.2724,0
13218,2505.4617,0
13219,2505.6510,0
13220,2505.8403,0
13221,2506.0296,2
13222,2506.2190,3
13223,2506.4083,1
13224,2506.5976,0
13225,2506.7869,1
13226,2506.9762,1
13227,2507.1655,0
13228,2507.3548,0
13229,2507.5442,0
13230,2507.7335,0
13231,2507.9228,0
13232,2508.1121,0
13233,2508.3014,0
13234,2508.4907,0
13235,2508.6800,1
13236,2508.8694,0
13237,2509.0587,0
13238,2509.2480,0
13239,2509.4373,0
13240,2509.6266,1
13241,2509.8159,0
13242,2510.0052,1
13243,2510.1946,1
13244,2510.3839,0
13245,2510.5732,0
13246,2510.7625,1
13247,2510.9518,1
13248,2511.1411,0
13249,2511.3304,1
13250,2511.5197,0
13251,2511.7091,1
13252,2511.8984,0
13253,2512.0877,0
13254,2512.2770,0
13255,2512.4663,0
13256,2512.6556,1
13257,2512.8449,0
13258,2513.0343,2
13259,2513.2236,1
13260,2513.4129,1
13261,2513.6022,1
13262,2513.7915,0
13263,2513.9808,2
13264,2514.1701,0
13265,2514.3594,1
13266,2514.5488,1
13267,2514.7381,1
13268,2514.9274,1
13269,2515.1167,0
13270,2515.3060,0
13271,2515.4953,1
13272,2515.6846,2
13273,2515.8739,0
13274,2516.0633,2
13275,2516.2526,0
13276,2516.4419,0
13277,2516.6312,0
13278,2516.8205,0
13279,2517.0098,0
13280,2517.1991,1
13281,2517.3885,0
13282,2517.5778,1
13283,2517.7671,0
13284,2517.9564,1
13285,2518.1457,1
13286,2518.3350,0
13287,2518.5243,0
13288,2518.7136,0
13289,2518.9029,0
13290,2519.0923,1
13291,2519.2816,0
13292,2519.4709,1
13293,2519.6602,0
13294,2519.8495,0
13295,2520.0388,1
13296,2520.2281,1
13297,2520.4174,0
13298,2520.6068,1
13299,2520.7961,2
13300,2520.9854,2
13301,2521.1747,1
13302,2521.3640,1
13303,2521.5533,2
13304,2521.7426,2
13305,2521.9319,0
13306,2522.1212,1
13307,2522.3106,1
13308,2522.4999,0
13309,2522.6892,1
13310,2522.8785,0
13311,2523.0678,1
13312,2523.2571,0
13313,2523.4464,1
13314,2523.6357,0
13315,2523.8250,1
13316,2524.0144,0
13317,2524.2037,0
13318,2524.3930,0
13319,2524.5823,1
13320,2524.7716,0
13321,2524.9609,2
13322,2525.1502,0
13323,2525.3395,1
13324,2525.5288,0
13325,2525.7182,0
13326,2525.9075,0
13327,2526.0968,0
13328,2526.2861,1
13329,2526.4754,0
13330,2526.6647,0
13331,2526.8540,0
13332,2527.0433,4
13333,2527.2326,0
13334,2527.4220,1
13335,2527.6113,1
13336,2527.8006,1
13337,2527.9899,0
13338,2528.1792,0
13339,2528.3685,1
13340,2528.5578,0
13341,2528.7471,0
13342,2528.9364,1
13343,2529.1257,1
13344,2529.3151,0
13345,2529.5044,1
13346,2529.6937,1
13347,2529.8830,0
13348,2530.0723,1
13349,2530.2616,0
13350,2530.4509,1
13351,2530.6402,0
13352,2530.8295,1
13353,2531.0188,0
13354,2531.2082,0
13355,2531.3975,1
13356,2531.5868,0
13357,2531.7761,0
13358,2531.9654,1
13359,2532.1547,1
13360,2532.3440,1
13361,2532.5333,2
13362,2532.7226,0
13363,2532.9119,0
13364,2533.1012,0
13365,2533.2906,1
13366,2533.4799,1
13367,2533.6692,0
13368,2533.8585,1
13369,2534.0478,1
13370,2534.2371,1
13371,2534.4264,0
13372,2534.6157,0
13373,2534.8050,0
13374,2534.9943,0
13375,2535.1836,0
13376,2535.3730,0
13377,2535.5623,1
13378,2535.7516,1
13379,2535.9409,3
13380,2536.1302,0
13381,2536.3195,1
13382,2536.5088,0
13383,2536.6981,0
13384,2536.8874,0
13385,2537.0767,0
13386,2537.2660,1
13387,2537.4553,1
13388,2537.6447,1
13389,2537.8340,1
13390,2538.0233,0
13391,2538.2126,1
13392,2538.4019,1
13393,2538.5912,0
13394,2538.7805,0
13395,2538.9698,0
13396,2539.1591,0
13397,2539.3484,1
13398,2539.5377,2
13399,2539.7270,1
13400,2539.9164,0
13401,2540.1057,1
13402,2540.2950,0
13403,2540.4843,1
13404,2540.6736,0
13405,2540.8629,0
13406,2541.0522,2
13407,2541.2415,1
13408,2541.4308,1
13409,2541.6201,0
13410,2541.8094,0
13411,2541.9987,1
13412,2542.1880,0
13413,2542.3773,0
13414,2542.5667,1
13415,2542.7560,0
13416,2542.9453,0
13417,2543.1346,0
13418,2543.3239,0
13419,2543.5132,1
13420,2543.7025,0
13421,2543.8918,0
13422,2544.0811,0
13423,2544.2704,1
13424,2544.4597,0
13425,2544.6490,1
13426,2544.8383,0
13427,2545.0276,0
13428,2545.2170,0
13429,2545.4063,0
13430,2545.5956,0
13431,2545.7849,2
13432,2545.9742,0
13433,2546.1635,2
13434,2546.3528,0
13435,2546.5421,0
13436,2546.7314,1
13437,2546.9207,1
13438,2547.1100,0
13439,2547.2993,0
13440,2547.4886,0
13441,2547.6779,0
13442,2547.8672,0
13443,2548.0566,1
13444,2548.2459,0
13445,2548.4352,2
13446,2548.6245,0
13447,2548.8138,2
13448,2549.0031,0
13449,2549.1924,0
13450,2549.3817,0
13451,2549.5710,0
13452,2549.7603,2
13453,2549.9496,0
13454,2550.1389,4
13455,2550.3282,1
13456,2550.5175,0
13457,2550.7068,1
13458,2550.8961,0
13459,2551.0854,1
13460,2551.2747,0
13461,2551.4641,0
13462,2551.6534,0
13463,2551.8427,0
13464,2552.0320,1
