Channel,Energy(keV),Counts
5942,1126.9942,4
5943,1127.1838,3
5944,1127.3734,3
5945,1127.5629,0
5946,1127.7525,0
5947,1127.9421,1
5948,1128.1317,0
5949,1128.3213,3
5950,1128.5109,0
5951,1128.7005,1
5952,1128.8901,1
5953,1129.0797,2
5954,1129.2693,1
5955,1129.4589,1
5956,1129.6485,0
5957,1129.8381,3
5958,1130.0277,3
5959,1130.2172,1
5960,1130.4068,2
5961,1130.5964,1
5962,1130.7860,1
5963,1130.9756,2
5964,1131.1652,2
5965,1131.3548,3
5966,1131.5444,1
5967,1131.7340,3
5968,1131.9236,2
5969,1132.1132,3
5970,1132.3028,3
5971,1132.4924,0
5972,1132.6819,2
5973,1132.8715,2
5974,1133.0611,3
5975,1133.2507,1
5976,1133.4403,1
5977,1133.6299,0
5978,1133.8195,1
5979,1134.0091,3
5980,1134.1987,2
5981,1134.3883,1
5982,1134.5779,4
5983,1134.7675,2
5984,1134.9571,2
5985,1135.1466,2
5986,1135.3362,2
5987,1135.5258,5
5988,1135.7154,2
5989,1135.9050,5
5990,1136.0946,1
5991,1136.2842,1
5992,1136.4738,2
5993,1136.6634,4
5994,1136.8530,5
5995,1137.0426,4
5996,1137.2321,2
5997,1137.4217,1
5998,1137.6113,3
5999,1137.8009,1
6000,1137.9905,4
6001,1138.1801,4
6002,1138.3697,2
6003,1138.5593,1
6004,1138.7489,1
6005,1138.9385,2
6006,1139.1281,1
6007,1139.3176,1
6008,1139.5072,2
6009,1139.6968,1
6010,1139.8864,2
6011,1140.0760,3
6012,1140.2656,3
6013,1140.4552,3
6014,1140.6448,1
6015,1140.8344,3
6016,1141.0240,3
6017,1141.2136,0
6018,1141.4031,0
6019,1141.5927,0
6020,1141.7823,2
6021,1141.9719,0
6022,1142.1615,1
6023,1142.3511,2
6024,1142.5407,1
6025,1142.7303,0
6026,1142.9199,2
6027,1143.1095,1
6028,1143.2990,1
6029,1143.4886,1
6030,1143.6782,3
6031,1143.8678,1
6032,1144.0574,1
6033,1144.2470,1
6034,1144.4366,2
6035,1144.6262,3
6036,1144.8158,0
6037,1145.0054,4
6038,1145.1949,2
6039,1145.3845,3
6040,1145.5741,1
6041,1145.7637,0
6042,1145.9533,0
6043,1146.1429,0
6044,1146.3325,0
6045,1146.5221,4
6046,1146.7117,4
6047,1146.9012,2
6048,1147.0908,2
6049,1147.2804,2
6050,1147.4700,2
6051,1147.6596,0
6052,1147.8492,3
6053,1148.0388,3
6054,1148.2284,1
6055,1148.4180,2
6056,1148.6076,2
6057,1148.7971,1
6058,1148.9867,2
6059,1149.1763,2
6060,1149.3659,1
6061,1149.5555,1
6062,1149.7451,0
6063,1149.9347,3
6064,1150.1243,3
6065,1150.3139,0
6066,1150.5034,0
6067,1150.6930,2
6068,1150.8826,5
6069,1151.0722,1
6070,1151.2618,4
6071,1151.4514,3
6072,1151.6410,1
6073,1151.8306,1
6074,1152.0201,2
6075,1152.2097,2
6076,1152.3993,3
6077,1152.5889,1
6078,1152.7785,4
6079,1152.9681,3
6080,1153.1577,3
6081,1153.3473,0
6082,1153.5369,1
6083,1153.7264,1
6084,1153.9160,4
6085,1154.1056,0
6086,1154.2952,0
6087,1154.4848,1
6088,1154.6744,1
6089,1154.8640,2
6090,1155.0536,3
6091,1155.2431,1
6092,1155.4327,2
6093,1155.6223,3
6094,1155.8119,0
6095,1156.0015,1
6096,1156.1911,0
6097,1156.3807,0
6098,1156.5703,1
6099,1156.7598,0
6100,1156.9494,1
6101,1157.1390,4
6102,1157.3286,4
6103,1157.5182,2
6104,1157.7078,1
6105,1157.8974,2
6106,1158.0870,0
6107,1158.2765,4
6108,1158.4661,1
6109,1158.6557,2
6110,1158.8453,1
6111,1159.0349,1
6112,1159.2245,0
6113,1159.4141,3
6114,1159.6036,1
6115,1159.7932,2
6116,1159.9828,0
6117,1160.1724,1
6118,1160.3620,1
6119,1160.5516,2
6120,1160.7412,3
6121,1160.9308,0
6122,1161.1203,3
6123,1161.3099,1
6124,1161.4995,1
6125,1161.6891,5
6126,1161.8787,4
6127,1162.0683,3
6128,1162.2579,1
6129,1162.4474,2
6130,1162.6370,2
6131,1162.8266,2
6132,1163.0162,1
6133,1163.2058,1
6134,1163.3954,3
6135,1163.5850,1
6136,1163.7745,0
6137,1163.9641,1
6138,1164.1537,1
6139,1164.3433,0
6140,1164.5329,0
6141,1164.7225,1
6142,1164.9121,2
6143,1165.1016,2
6144,1165.2912,1
6145,1165.4808,1
6146,1165.6704,1
6147,1165.8600,1
6148,1166.0496,1
6149,1166.2392,1
6150,1166.4287,2
6151,1166.6183,1
6152,1166.8079,0
6153,1166.9975,1
6154,1167.1871,2
6155,1167.3767,1
6156,1167.5663,2
6157,1167.7558,6
6158,1167.9454,0
6159,1168.1350,1
6160,1168.3246,1
6161,1168.5142,0
6162,1168.7038,3
6163,1168.8933,2
6164,1169.0829,0
6165,1169.2725,0
6166,1169.4621,0
6167,1169.6517,2
6168,1169.8413,1
6169,1170.0309,1
6170,1170.2204,1
6171,1170.4100,1
6172,1170.5996,2
6173,1170.7892,1
6174,1170.9788,5
6175,1171.1684,0
6176,1171.3579,1
6177,1171.5475,1
6178,1171.7371,3
6179,1171.9267,2
6180,1172.1163,2
6181,1172.3059,0
6182,1172.4955,3
6183,1172.6850,3
6184,1172.8746,1
6185,1173.0642,2
6186,1173.2538,1
6187,1173.4434,1
6188,1173.6330,2
6189,1173.8225,1
6190,1174.0121,0
6191,1174.2017,1
6192,1174.3913,2
6193,1174.5809,0
6194,1174.7705,1
6195,1174.9600,1
6196,1175.1496,3
6197,1175.3392,1
6198,1175.5288,2
6199,1175.7184,1
6200,1175.9080,4
6201,1176.0975,4
6202,1176.2871,3
6203,1176.4767,2
6204,1176.6663,4
6205,1176.8559,1
6206,1177.0455,1
6207,1177.2350,0
6208,1177.4246,0
6209,1177.6142,1
6210,1177.8038,0
6211,1177.9934,3
6212,1178.1830,1
6213,1178.3725,2
6214,1178.5621,0
6215,1178.7517,1
6216,1178.9413,1
6217,1179.1309,1
6218,1179.3205,2
6219,1179.5100,1
6220,1179.6996,1
6221,1179.8892,3
6222,1180.0788,1
6223,1180.2684,1
6224,1180.4580,1
6225,1180.6475,0
6226,1180.8371,3
6227,1181.0267,3
6228,1181.2163,3
6229,1181.4059,1
6230,1181.5954,1
6231,1181.7850,3
6232,1181.9746,0
6233,1182.1642,0
6234,1182.3538,0
6235,1182.5434,3
6236,1182.7329,0
6237,1182.9225,3
6238,1183.1121,3
6239,1183.3017,1
6240,1183.4913,4
6241,1183.6808,0
6242,1183.8704,1
6243,1184.0600,2
6244,1184.2496,1
6245,1184.4392,0
6246,1184.6288,0
6247,1184.8183,1
6248,1185.0079,2
6249,1185.1975,1
6250,1185.3871,2
6251,1185.5767,1
6252,1185.7662,2
6253,1185.9558,0
6254,1186.1454,0
6255,1186.3350,1
6256,1186.5246,4
6257,1186.7142,1
6258,1186.9037,2
6259,1187.0933,0
6260,1187.2829,0
6261,1187.4725,0
6262,1187.6621,5
6263,1187.8516,2
6264,1188.0412,3
6265,1188.2308,0
6266,1188.4204,1
6267,1188.6100,0
6268,1188.7995,4
6269,1188.9891,3
6270,1189.1787,0
6271,1189.3683,1
6272,1189.5579,0
6273,1189.7474,2
6274,1189.9370,2
6275,1190.1266,1
6276,1190.3162,0
6277,1190.5058,4
6278,1190.6953,6
6279,1190.8849,2
6280,1191.0745,2
6281,1191.2641,3
6282,1191.4537,2
6283,1191.6433,3
6284,1191.8328,4
6285,1192.0224,2
6286,1192.2120,2
6287,1192.4016,0
6288,1192.5912,0
6289,1192.7807,2
6290,1192.9703,0
6291,1193.1599,0
6292,1193.3495,2
6293,1193.5391,1
6294,1193.7286,0
6295,1193.9182,0
6296,1194.1078,1
6297,1194.2974,1
6298,1194.4870,0
6299,1194.6765,4
6300,1194.8661,2
6301,1195.0557,1
6302,1195.2453,2
6303,1195.4348,1
6304,1195.6244,1
6305,1195.8140,2
6306,1196.0036,0
6307,1196.1932,3
6308,1196.3827,0
6309,1196.5723,1
6310,1196.7619,2
6311,1196.9515,4
6312,1197.1411,0
6313,1197.3306,2
6314,1197.5202,1
6315,1197.7098,0
6316,1197.8994,2
6317,1198.0890,0
6318,1198.2785,3
6319,1198.4681,0
6320,1198.6577,1
6321,1198.8473,1
6322,1199.0369,4
6323,1199.2264,1
6324,1199.4160,0
6325,1199.6056,1
6326,1199.7952,3
6327,1199.9847,1
6328,1200.1743,3
6329,1200.3639,0
6330,1200.5535,2
6331,1200.7431,1
6332,1200.9326,3
6333,1201.1222,4
6334,1201.3118,2
6335,1201.5014,2
6336,1201.6909,5
6337,1201.8805,2
6338,1202.0701,1
6339,1202.2597,1
6340,1202.4493,1
6341,1202.6388,0
6342,1202.8284,2
6343,1203.0180,3
6344,1203.2076,2
6345,1203.3972,3
6346,1203.5867,3
6347,1203.7763,0
6348,1203.9659,4
6349,1204.1555,0
6350,1204.3450,3
6351,1204.5346,1
6352,1204.7242,2
6353,1204.9138,3
6354,1205.1034,3
6355,1205.2929,1
6356,1205.4825,3
6357,1205.6721,4
6358,1205.8617,2
6359,1206.0512,0
6360,1206.2408,1
6361,1206.4304,0
6362,1206.6200,3
6363,1206.8095,4
6364,1206.9991,5
6365,1207.1887,1
6366,1207.3783,3
6367,1207.5679,1
6368,1207.7574,3
6369,1207.9470,1
6370,1208.1366,0
6371,1208.3262,2
6372,1208.5157,4
6373,1208.7053,2
6374,1208.8949,1
6375,1209.0845,0
6376,1209.2740,2
6377,1209.4636,1
6378,1209.6532,2
6379,1209.8428,3
6380,1210.0324,0
6381,1210.2219,1
6382,1210.4115,3
6383,1210.6011,1
6384,1210.7907,3
6385,1210.9802,1
6386,1211.1698,2
6387,1211.3594,1
6388,1211.5490,1
6389,1211.7385,3
6390,1211.9281,1
6391,1212.1177,3
6392,1212.3073,3
6393,1212.4968,2
6394,1212.6864,3
6395,1212.8760,3
6396,1213.0656,0
6397,1213.2551,2
6398,1213.4447,0
6399,1213.6343,1
6400,1213.8239,2
6401,1214.0135,3
6402,1214.2030,3
6403,1214.3926,2
6404,1214.5822,2
6405,1214.7718,2
6406,1214.9613,2
6407,1215.1509,1
6408,1215.3405,5
6409,1215.5301,4
6410,1215.7196,0
6411,1215.9092,2
6412,1216.0988,2
6413,1216.2884,3
6414,1216.4779,2
6415,1216.6675,1
6416,1216.8571,1
6417,1217.0467,1
6418,1217.2362,1
6419,1217.4258,1
6420,1217.6154,2
6421,1217.8050,3
6422,1217.9945,0
6423,1218.1841,1
6424,1218.3737,3
6425,1218.5633,0
6426,1218.7528,3
6427,1218.9424,2
6428,1219.1320,3
6429,1219.3216,1
6430,1219.5111,2
6431,1219.7007,1
6432,1219.8903,3
6433,1220.0799,0
6434,1220.2694,3
6435,1220.4590,3
6436,1220.6486,2
6437,1220.8382,8
6438,1221.0277,1
6439,1221.2173,1
6440,1221.4069,2
6441,1221.5965,2
6442,1221.7860,4
6443,1221.9756,2
6444,1222.1652,2
6445,1222.3547,1
6446,1222.5443,3
6447,1222.7339,0
6448,1222.9235,1
6449,1223.1130,4
6450,1223.3026,0
6451,1223.4922,1
6452,1223.6818,2
6453,1223.8713,1
6454,1224.0609,0
6455,1224.2505,0
6456,1224.4401,6
6457,1224.6296,1
6458,1224.8192,0
6459,1225.0088,3
6460,1225.1984,1
6461,1225.3879,0
6462,1225.5775,1
6463,1225.7671,0
6464,1225.9566,2
6465,1226.1462,3
6466,1226.3358,3
6467,1226.5254,2
6468,1226.7149,4
6469,1226.9045,3
6470,1227.0941,3
6471,1227.2837,1
6472,1227.4732,4
6473,1227.6628,0
6474,1227.8524,5
6475,1228.0420,1
6476,1228.2315,2
6477,1228.4211,3
6478,1228.6107,1
6479,1228.8002,2
6480,1228.9898,0
6481,1229.1794,1
6482,1229.3690,1
6483,1229.5585,1
6484,1229.7481,2
6485,1229.9377,0
6486,1230.1273,2
6487,1230.3168,3
6488,1230.5064,3
6489,1230.6960,2
6490,1230.8855,2
6491,1231.0751,0
6492,1231.2647,2
6493,1231.4543,3
6494,1231.6438,2
6495,1231.8334,1
6496,1232.0230,2
6497,1232.2125,1
6498,1232.4021,1
6499,1232.5917,1
6500,1232.7813,4
6501,1232.9708,0
6502,1233.1604,2
6503,1233.3500,0
6504,1233.5395,1
6505,1233.7291,2
6506,1233.9187,0
6507,1234.1083,2
6508,1234.2978,1
6509,1234.4874,1
6510,1234.6770,1
6511,1234.8665,1
6512,1235.0561,2
6513,1235.2457,1
6514,1235.4353,4
6515,1235.6248,0
6516,1235.8144,2
6517,1236.0040,0
6518,1236.1935,0
6519,1236.3831,2
6520,1236.5727,1
6521,1236.7623,2
6522,1236.9518,0
6523,1237.1414,1
6524,1237.3310,2
6525,1237.5205,1
6526,1237.7101,2
6527,1237.8997,2
6528,1238.0893,2
6529,1238.2788,0
6530,1238.4684,1
6531,1238.6580,4
6532,1238.8475,1
6533,1239.0371,0
6534,1239.2267,2
6535,1239.4163,2
6536,1239.6058,1
6537,1239.7954,2
6538,1239.9850,1
6539,1240.1745,1
6540,1240.3641,2
6541,1240.5537,1
6542,1240.7432,0
6543,1240.9328,3
6544,1241.1224,1
6545,1241.3120,5
6546,1241.5015,2
6547,1241.6911,0
6548,1241.8807,0
6549,1242.0702,2
6550,1242.2598,1
6551,1242.4494,1
6552,1242.6389,0
6553,1242.8285,2
6554,1243.0181,2
6555,1243.2077,2
6556,1243.3972,3
6557,1243.5868,2
6558,1243.7764,0
6559,1243.9659,5
6560,1244.1555,5
6561,1244.3451,3
6562,1244.5346,1
6563,1244.7242,0
6564,1244.9138,0
6565,1245.1034,1
6566,1245.2929,3
6567,1245.4825,0
6568,1245.6721,1
6569,1245.8616,3
6570,1246.0512,0
6571,1246.2408,2
6572,1246.4303,1
6573,1246.6199,0
6574,1246.8095,3
6575,1246.9990,1
6576,1247.1886,1
6577,1247.3782,4
6578,1247.5678,2
6579,1247.7573,2
6580,1247.9469,1
6581,1248.1365,0
6582,1248.3260,3
6583,1248.5156,1
6584,1248.7052,2
6585,1248.8947,0
6586,1249.0843,3
6587,1249.2739,1
6588,1249.4634,2
6589,1249.6530,0
6590,1249.8426,0
6591,1250.0321,2
6592,1250.2217,1
6593,1250.4113,1
6594,1250.6009,4
6595,1250.7904,0
6596,1250.9800,1
6597,1251.1696,0
6598,1251.3591,1
6599,1251.5487,5
6600,1251.7383,2
6601,1251.9278,0
6602,1252.1174,3
6603,1252.3070,4
6604,1252.4965,1
6605,1252.6861,5
6606,1252.8757,3
6607,1253.0652,1
6608,1253.2548,1
6609,1253.4444,0
6610,1253.6339,2
6611,1253.8235,2
6612,1254.0131,1
6613,1254.2026,2
6614,1254.3922,1
6615,1254.5818,0
6616,1254.7713,1
6617,1254.9609,1
6618,1255.1505,5
6619,1255.3400,1
6620,1255.5296,1
6621,1255.7192,3
6622,1255.9088,1
6623,1256.0983,3
6624,1256.2879,1
6625,1256.4775,4
6626,1256.6670,1
6627,1256.8566,2
6628,1257.0462,2
6629,1257.2357,2
6630,1257.4253,2
6631,1257.6149,2
6632,1257.8044,2
6633,1257.9940,1
6634,1258.1836,0
6635,1258.3731,2
6636,1258.5627,2
6637,1258.7523,1
6638,1258.9418,6
6639,1259.1314,0
6640,1259.3210,0
6641,1259.5105,2
6642,1259.7001,0
6643,1259.8897,1
6644,1260.0792,1
6645,1260.2688,2
6646,1260.4584,1
6647,1260.6479,0
6648,1260.8375,1
6649,1261.0271,0
6650,1261.2166,1
6651,1261.4062,1
6652,1261.5958,0
6653,1261.7853,4
6654,1261.9749,1
6655,1262.1644,0
6656,1262.3540,1
6657,1262.5436,4
6658,1262.7331,2
6659,1262.9227,0
6660,1263.1123,2
6661,1263.3018,1
6662,1263.4914,2
6663,1263.6810,1
6664,1263.8705,3
6665,1264.0601,0
6666,1264.2497,2
6667,1264.4392,0
6668,1264.6288,2
6669,1264.8184,2
6670,1265.0079,0
6671,1265.1975,1
6672,1265.3871,1
6673,1265.5766,0
6674,1265.7662,1
6675,1265.9558,1
6676,1266.1453,3
6677,1266.3349,0
6678,1266.5245,0
6679,1266.7140,1
6680,1266.9036,1
6681,1267.0932,1
6682,1267.2827,1
6683,1267.4723,1
6684,1267.6618,1
6685,1267.8514,2
6686,1268.0410,3
6687,1268.2305,4
6688,1268.4201,0
6689,1268.6097,1
6690,1268.7992,1
6691,1268.9888,0
6692,1269.1784,0
6693,1269.3679,1
6694,1269.5575,0
6695,1269.7471,2
6696,1269.9366,2
6697,1270.1262,1
6698,1270.3158,1
6699,1270.5053,0
6700,1270.6949,0
6701,1270.8844,2
6702,1271.0740,0
6703,1271.2636,0
6704,1271.4531,1
6705,1271.6427,4
6706,1271.8323,2
6707,1272.0218,2
6708,1272.2114,0
6709,1272.4010,3
6710,1272.5905,4
6711,1272.7801,2
6712,1272.9696,4
6713,1273.1592,2
6714,1273.3488,1
6715,1273.5383,0
6716,1273.7279,4
6717,1273.9175,4
6718,1274.1070,3
6719,1274.2966,0
6720,1274.4862,2
6721,1274.6757,0
6722,1274.8653,2
6723,1275.0548,1
6724,1275.2444,1
6725,1275.4340,4
6726,1275.6235,3
6727,1275.8131,1
6728,1276.0027,2
6729,1276.1922,5
6730,1276.3818,2
6731,1276.5714,1
6732,1276.7609,0
6733,1276.9505,1
6734,1277.1400,1
6735,1277.3296,0
6736,1277.5192,1
6737,1277.7087,6
6738,1277.8983,2
6739,1278.0879,2
6740,1278.2774,0
6741,1278.4670,2
6742,1278.6565,0
6743,1278.8461,0
6744,1279.0357,1
6745,1279.2252,0
6746,1279.4148,0
6747,1279.6044,0
6748,1279.7939,1
6749,1279.9835,0
6750,1280.1730,1
6751,1280.3626,3
6752,1280.5522,1
6753,1280.7417,2
6754,1280.9313,0
6755,1281.1209,0
6756,1281.3104,2
6757,1281.5000,1
6758,1281.6895,3
6759,1281.8791,1
6760,1282.0687,0
6761,1282.2582,4
6762,1282.4478,4
6763,1282.6374,2
6764,1282.8269,0
6765,1283.0165,3
6766,1283.2060,0
6767,1283.3956,1
6768,1283.5852,1
6769,1283.7747,2
6770,1283.9643,1
6771,1284.1538,1
6772,1284.3434,1
6773,1284.5330,2
6774,1284.7225,0
6775,1284.9121,3
6776,1285.1017,0
6777,1285.2912,2
6778,1285.4808,0
6779,1285.6703,1
6780,1285.8599,0
6781,1286.0495,0
6782,1286.2390,0
6783,1286.4286,2
6784,1286.6181,1
6785,1286.8077,3
6786,1286.9973,1
6787,1287.1868,0
6788,1287.3764,2
6789,1287.5659,1
6790,1287.7555,0
6791,1287.9451,2
6792,1288.1346,1
6793,1288.3242,1
6794,1288.5138,3
6795,1288.7033,1
6796,1288.8929,1
6797,1289.0824,2
6798,1289.2720,2
6799,1289.4616,3
6800,1289.6511,3
6801,1289.8407,1
6802,1290.0302,1
6803,1290.2198,1
6804,1290.4094,0
6805,1290.5989,0
6806,1290.7885,2
6807,1290.9780,2
6808,1291.1676,1
6809,1291.3572,2
6810,1291.5467,1
6811,1291.7363,3
6812,1291.9258,2
6813,1292.1154,1
6814,1292.3050,0
6815,1292.4945,4
6816,1292.6841,1
6817,1292.8736,4
6818,1293.0632,2
6819,1293.2528,2
6820,1293.4423,4
6821,1293.6319,2
6822,1293.8214,0
6823,1294.0110,1
6824,1294.2006,1
6825,1294.3901,1
6826,1294.5797,0
6827,1294.7692,1
6828,1294.9588,2
6829,1295.1484,1
6830,1295.3379,2
6831,1295.5275,2
6832,1295.7170,3
6833,1295.9066,0
6834,1296.0961,0
6835,1296.2857,2
6836,1296.4753,2
6837,1296.6648,0
6838,1296.8544,2
6839,1297.0439,0
6840,1297.2335,4
6841,1297.4231,3
6842,1297.6126,1
6843,1297.8022,2
6844,1297.9917,2
6845,1298.1813,1
6846,1298.3709,0
6847,1298.5604,4
6848,1298.7500,0
6849,1298.9395,0
6850,1299.1291,1
6851,1299.3186,1
6852,1299.5082,0
6853,1299.6978,1
6854,1299.8873,1
6855,1300.0769,1
6856,1300.2664,3
6857,1300.4560,1
6858,1300.6456,1
6859,1300.8351,2
6860,1301.0247,1
6861,1301.2142,0
6862,1301.4038,0
6863,1301.5933,0
6864,1301.7829,1
6865,1301.9725,1
6866,1302.1620,0
6867,1302.3516,0
6868,1302.5411,2
6869,1302.7307,2
6870,1302.9203,2
6871,1303.1098,0
6872,1303.2994,1
6873,1303.4889,1
6874,1303.6785,1
6875,1303.8680,1
6876,1304.0576,5
6877,1304.2472,2
6878,1304.4367,1
6879,1304.6263,3
6880,1304.8158,1
6881,1305.0054,0
6882,1305.1949,2
6883,1305.3845,0
6884,1305.5741,1
6885,1305.7636,2
6886,1305.9532,3
6887,1306.1427,2
6888,1306.3323,0
6889,1306.5218,0
6890,1306.7114,0
6891,1306.9010,0
6892,1307.0905,3
6893,1307.2801,3
6894,1307.4696,0
6895,1307.6592,2
6896,1307.8487,3
6897,1308.0383,1
6898,1308.2279,1
6899,1308.4174,2
6900,1308.6070,2
6901,1308.7965,1
6902,1308.9861,3
6903,1309.1756,1
6904,1309.3652,2
6905,1309.5548,1
6906,1309.7443,1
6907,1309.9339,4
6908,1310.1234,2
6909,1310.3130,2
6910,1310.5025,1
6911,1310.6921,1
6912,1310.8816,2
6913,1311.0712,0
6914,1311.2608,2
6915,1311.4503,1
6916,1311.6399,3
6917,1311.8294,2
6918,1312.0190,3
6919,1312.2085,0
6920,1312.3981,1
6921,1312.5877,1
6922,1312.7772,2
6923,1312.9668,3
6924,1313.1563,1
6925,1313.3459,0
6926,1313.5354,2
6927,1313.7250,2
6928,1313.9145,0
6929,1314.1041,1
6930,1314.2937,2
6931,1314.4832,3
6932,1314.6728,4
6933,1314.8623,0
6934,1315.0519,1
6935,1315.2414,3
6936,1315.4310,1
6937,1315.6205,1
6938,1315.8101,0
6939,1315.9996,3
6940,1316.1892,3
6941,1316.3788,2
6942,1316.5683,1
6943,1316.7579,2
6944,1316.9474,2
6945,1317.1370,1
6946,1317.3265,1
6947,1317.5161,0
6948,1317.7056,1
6949,1317.8952,1
6950,1318.0848,2
6951,1318.2743,2
6952,1318.4639,3
6953,1318.6534,0
6954,1318.8430,1
6955,1319.0325,1
6956,1319.2221,0
6957,1319.4116,0
6958,1319.6012,0
6959,1319.7907,0
6960,1319.9803,2
6961,1320.1699,2
6962,1320.3594,2
6963,1320.5490,0
6964,1320.7385,1
6965,1320.9281,1
6966,1321.1176,2
6967,1321.3072,0
6968,1321.4967,3
6969,1321.6863,1
6970,1321.8758,2
6971,1322.0654,3
6972,1322.2549,1
6973,1322.4445,2
6974,1322.6341,1
6975,1322.8236,2
6976,1323.0132,1
6977,1323.2027,2
6978,1323.3923,2
6979,1323.5818,1
6980,1323.7714,0
6981,1323.9609,1
6982,1324.1505,3
6983,1324.3400,1
6984,1324.5296,0
6985,1324.7191,1
6986,1324.9087,2
6987,1325.0983,2
6988,1325.2878,0
6989,1325.4774,0
6990,1325.6669,2
6991,1325.8565,0
6992,1326.0460,0
6993,1326.2356,1
6994,1326.4251,0
6995,1326.6147,2
6996,1326.8042,1
6997,1326.9938,3
6998,1327.1833,3
6999,1327.3729,1
7000,1327.5624,1
7001,1327.7520,0
7002,1327.9415,1
7003,1328.1311,2
7004,1328.3207,1
7005,1328.5102,0
7006,1328.6998,1
7007,1328.8893,1
7008,1329.0789,3
7009,1329.2684,2
7010,1329.4580,0
7011,1329.6475,2
7012,1329.8371,0
7013,1330.0266,0
7014,1330.2162,1
7015,1330.4057,1
7016,1330.5953,0
7017,1330.7848,1
7018,1330.9744,2
7019,1331.1639,0
7020,1331.3535,3
7021,1331.5430,2
7022,1331.7326,0
7023,1331.9221,0
7024,1332.1117,2
7025,1332.3012,2
7026,1332.4908,2
7027,1332.6804,0
7028,1332.8699,2
7029,1333.0595,1
7030,1333.2490,0
7031,1333.4386,1
7032,1333.6281,2
7033,1333.8177,0
7034,1334.0072,0
7035,1334.1968,1
7036,1334.3863,1
7037,1334.5759,0
7038,1334.7654,1
7039,1334.9550,0
7040,1335.1445,0
7041,1335.3341,1
7042,1335.5236,0
7043,1335.7132,1
7044,1335.9027,1
7045,1336.0923,1
7046,1336.2818,1
7047,1336.4714,1
7048,1336.6609,1
7049,1336.8505,0
7050,1337.0400,1
7051,1337.2296,2
7052,1337.4191,1
7053,1337.6087,0
7054,1337.7982,0
7055,1337.9878,2
7056,1338.1773,1
7057,1338.3669,1
7058,1338.5564,3
7059,1338.7460,2
7060,1338.9355,3
7061,1339.1251,1
7062,1339.3146,1
7063,1339.5042,2
7064,1339.6937,4
7065,1339.8833,1
7066,1340.0728,1
7067,1340.2624,1
7068,1340.4519,2
7069,1340.6415,0
7070,1340.8310,0
7071,1341.0206,2
7072,1341.2101,2
7073,1341.3997,0
7074,1341.5892,0
7075,1341.7788,1
7076,1341.9683,1
7077,1342.1579,2
7078,1342.3474,2
7079,1342.5370,0
7080,1342.7265,2
7081,1342.9161,1
7082,1343.1056,1
7083,1343.2952,1
7084,1343.4847,0
7085,1343.6743,1
7086,1343.8638,0
7087,1344.0534,0
7088,1344.2429,2
7089,1344.4325,1
7090,1344.6220,1
7091,1344.8116,1
7092,1345.0011,1
7093,1345.1907,2
7094,1345.3802,0
7095,1345.5698,0
7096,1345.7593,3
7097,1345.9489,2
7098,1346.1384,1
7099,1346.3280,0
7100,1346.5175,2
7101,1346.7071,1
7102,1346.8966,2
7103,1347.0862,1
7104,1347.2757,1
7105,1347.4653,1
7106,1347.6548,0
7107,1347.8444,1
7108,1348.0339,1
7109,1348.2235,2
7110,1348.4130,0
7111,1348.6026,0
7112,1348.7921,0
7113,1348.9817,2
7114,1349.1712,1
7115,1349.3608,3
7116,1349.5503,0
7117,1349.7399,2
7118,1349.9294,2
7119,1350.1190,2
7120,1350.3085,2
7121,1350.4980,1
7122,1350.6876,4
7123,1350.8771,3
7124,1351.0667,1
7125,1351.2562,3
7126,1351.4458,1
7127,1351.6353,1
7128,1351.8249,1
7129,1352.0144,0
7130,1352.2040,2
7131,1352.3935,0
7132,1352.5831,1
7133,1352.7726,0
7134,1352.9622,2
7135,1353.1517,1
7136,1353.3413,0
7137,1353.5308,1
7138,1353.7204,3
7139,1353.9099,5
7140,1354.0995,2
7141,1354.2890,2
7142,1354.4786,1
7143,1354.6681,2
7144,1354.8576,2
7145,1355.0472,2
7146,1355.2367,1
7147,1355.4263,3
